0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,15,0,0,0
0,0,0,15,10,10,10,10,15,0,0,0,0,0,0,0,15,10,10,10,10,15,0,0,0
0,0,0,15,10,5,5,10,15,0,0,0,0,0,0,0,15,10,5,5,10,15,0,0,0
0,0,0,15,10,5,5,10,15,0,0,0,0,0,0,0,15,10,5,5,10,15,0,0,0
0,0,0,15,10,5,5,10,15,0,0,0,0,0,0,0,15,10,5,5,10,15,0,0,0
0,0,0,15,10,5,5,10,15,0,0,0,0,0,0,0,15,10,5,5,10,15,0,0,0
0,0,0,15,10,5,5,10,15,0,0,0,0,0,0,0,15,10,5,5,10,15,0,0,0
0,0,0,15,10,5,5,10,15,0,0,0,0,0,0,0,15,10,5,5,10,15,0,0,0
0,0,0,15,10,10,10,10,15,0,0,0,0,0,0,0,15,10,10,10,10,15,0,0,0
0,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,15,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
